----------------------------------------------
PZ-Out TotHead [m]: 
    2016/07/09 12:30:00 428.559330 
    2016/07/09 12:45:00 428.557250 
    2016/07/09 13:00:00 428.559000 
    2016/07/09 13:15:00 428.557250 
    2016/07/09 13:30:00 428.555500 
    2016/07/09 13:45:00 428.559000 
    2016/07/09 14:00:00 428.555500 
    2016/07/09 14:15:00 428.558410 
    2016/07/09 14:30:00 428.559000 
    2016/07/09 14:45:00 428.562160 
    2016/07/09 15:00:00 428.563660 
    2016/07/09 15:15:00 428.563660 
    2016/07/09 15:30:00 428.556910 
    2016/07/09 15:45:00 428.559580 
    2016/07/09 16:00:00 428.561330 
    2016/07/09 16:15:00 428.561000 
    2016/07/09 16:30:00 428.564250 
    2016/07/09 16:45:00 428.568330 
    2016/07/09 17:00:00 428.567750 
    2016/07/09 17:15:00 428.569500 
    2016/07/09 17:30:00 428.567750 
    2016/07/09 17:45:00 428.566250 
    2016/07/09 18:00:00 428.569500 
    2016/07/09 18:15:00 428.573000 
    2016/07/09 18:30:00 428.570080 
    2016/07/09 18:45:00 428.567750 
    2016/07/09 19:00:00 428.569500 
    2016/07/09 19:15:00 428.570080 
    2016/07/09 19:30:00 428.571830 
    2016/07/09 19:45:00 428.570080 
    2016/07/09 20:00:00 428.573580 
    2016/07/09 20:15:00 428.573000 
    2016/07/09 20:30:00 428.574500 
    2016/07/09 20:45:00 428.572750 
    2016/07/09 21:00:00 428.573000 
    2016/07/09 21:15:00 428.572750 
    2016/07/09 21:30:00 428.573330 
    2016/07/09 21:45:00 428.571580 
    2016/07/09 22:00:00 428.571830 
    2016/07/09 22:15:00 428.573330 
    2016/07/09 22:30:00 428.571000 
    2016/07/09 22:45:00 428.571000 
    2016/07/09 23:00:00 428.574500 
    2016/07/09 23:15:00 428.571830 
    2016/07/09 23:30:00 428.575080 
    2016/07/09 23:45:00 428.573330 
    2016/07/10 00:00:00 428.575080 
    2016/07/10 00:15:00 428.575080 
    2016/07/10 00:30:00 428.572750 
    2016/07/10 00:45:00 428.574500 
    2016/07/10 01:00:00 428.570660 
    2016/07/10 01:15:00 428.574160 
    2016/07/10 01:30:00 428.577080 
    2016/07/10 01:45:00 428.576500 
    2016/07/10 02:00:00 428.567160 
    2016/07/10 02:15:00 428.574500 
    2016/07/10 02:30:00 428.573000 
    2016/07/10 02:45:00 428.575330 
    2016/07/10 03:00:00 428.573000 
    2016/07/10 03:15:00 428.573000 
    2016/07/10 03:30:00 428.573580 
    2016/07/10 03:45:00 428.575330 
    2016/07/10 04:00:00 428.571830 
    2016/07/10 04:15:00 428.574750 
    2016/07/10 04:30:00 428.574750 
    2016/07/10 04:45:00 428.574750 
    2016/07/10 05:00:00 428.574750 
    2016/07/10 05:15:00 428.576500 
    2016/07/10 05:30:00 428.574750 
    2016/07/10 05:45:00 428.575660 
    2016/07/10 06:00:00 428.579160 
    2016/07/10 06:15:00 428.577660 
    2016/07/10 06:30:00 428.577080 
    2016/07/10 06:45:00 428.575580 
    2016/07/10 07:00:00 428.573830 
    2016/07/10 07:15:00 428.575330 
    2016/07/10 07:30:00 428.576830 
    2016/07/10 07:45:00 428.577080 
    2016/07/10 08:00:00 428.572660 
    2016/07/10 08:15:00 428.572410 
    2016/07/10 08:30:00 428.570660 
    2016/07/10 08:45:00 428.572410 
    2016/07/10 09:00:00 428.568580 
    2016/07/10 09:15:00 428.566830 
    2016/07/10 09:30:00 428.568330 
    2016/07/10 09:45:00 428.566250 
    2016/07/10 10:00:00 428.566250 
    2016/07/10 10:15:00 428.564500 
    2016/07/10 10:30:00 428.560750 
    2016/07/10 10:45:00 428.559000 
    2016/07/10 11:00:00 428.559000 
    2016/07/10 11:15:00 428.556660 
    2016/07/10 11:30:00 428.555160 
    2016/07/10 11:45:00 428.555160 
    2016/07/10 12:00:00 428.558660 
    2016/07/10 12:15:00 428.554580 
    2016/07/10 12:30:00 428.556330 
    2016/07/10 12:45:00 428.554580 
    2016/07/10 13:00:00 428.552830 
    2016/07/10 13:15:00 428.550500 
    2016/07/10 13:30:00 428.546330 
    2016/07/10 13:45:00 428.547500 
    2016/07/10 14:00:00 428.545500 
    2016/07/10 14:15:00 428.550750 
    2016/07/10 14:30:00 428.553910 
    2016/07/10 14:45:00 428.555660 
    2016/07/10 15:00:00 428.558000 
    2016/07/10 15:15:00 428.559750 
    2016/07/10 15:30:00 428.565330 
    2016/07/10 15:45:00 428.566250 
    2016/07/10 16:00:00 428.566000 
    2016/07/10 16:15:00 428.568000 
    2016/07/10 16:30:00 428.569750 
    2016/07/10 16:45:00 428.571500 
    2016/07/10 17:00:00 428.569750 
    2016/07/10 17:15:00 428.566500 
    2016/07/10 17:30:00 428.566500 
    2016/07/10 17:45:00 428.564750 
    2016/07/10 18:00:00 428.566250 
    2016/07/10 18:15:00 428.568000 
    2016/07/10 18:30:00 428.569750 
    2016/07/10 18:45:00 428.569750 
    2016/07/10 19:00:00 428.571750 
    2016/07/10 19:15:00 428.569750 
    2016/07/10 19:30:00 428.571750 
    2016/07/10 19:45:00 428.571250 
    2016/07/10 20:00:00 428.573500 
    2016/07/10 20:15:00 428.573500 
    2016/07/10 20:30:00 428.573250 
    2016/07/10 20:45:00 428.575000 
    2016/07/10 21:00:00 428.575580 
    2016/07/10 21:15:00 428.573580 
    2016/07/10 21:30:00 428.575580 
    2016/07/10 21:45:00 428.575580 
    2016/07/10 22:00:00 428.576500 
    2016/07/10 22:15:00 428.574750 
    2016/07/10 22:30:00 428.576500 
    2016/07/10 22:45:00 428.575000 
    2016/07/10 23:00:00 428.576500 
    2016/07/10 23:15:00 428.578500 
    2016/07/10 23:30:00 428.575910 
    2016/07/10 23:45:00 428.578500 
    2016/07/11 00:00:00 428.578250 
    2016/07/11 00:15:00 428.578250 
    2016/07/11 00:30:00 428.575910 
    2016/07/11 00:45:00 428.577410 
    2016/07/11 01:00:00 428.578000 
    2016/07/11 01:15:00 428.576500 
    2016/07/11 01:30:00 428.578500 
    2016/07/11 01:45:00 428.578250 
    2016/07/11 02:00:00 428.578500 
    2016/07/11 02:15:00 428.581160 
    2016/07/11 02:30:00 428.577080 
    2016/07/11 02:45:00 428.580580 
    2016/07/11 03:00:00 428.579080 
    2016/07/11 03:15:00 428.581080 
    2016/07/11 03:30:00 428.581080 
    2016/07/11 03:45:00 428.576750 
    2016/07/11 04:00:00 428.578500 
    2016/07/11 04:15:00 428.578750 
    2016/07/11 04:30:00 428.580250 
    2016/07/11 04:45:00 428.580830 
    2016/07/11 05:00:00 428.576750 
    2016/07/11 05:15:00 428.578500 
    2016/07/11 05:30:00 428.575500 
    2016/07/11 05:45:00 428.578500 
    2016/07/11 06:00:00 428.576750 
    2016/07/11 06:15:00 428.595410 
    2016/07/11 06:30:00 428.622500 
    2016/07/11 06:45:00 428.633660 
    2016/07/11 07:00:00 428.643000 
    2016/07/11 07:15:00 428.648250 
    2016/07/11 07:30:00 428.657830 
    2016/07/11 07:45:00 428.659830 
    2016/07/11 08:00:00 428.664830 
    2016/07/11 08:15:00 428.657500 
    2016/07/11 08:30:00 428.660410 
    2016/07/11 08:45:00 428.653750 
    2016/07/11 09:00:00 428.651910 
    2016/07/11 09:15:00 428.649910 
    2016/07/11 09:30:00 428.642910 
    2016/07/11 09:45:00 428.642910 
    2016/07/11 10:00:00 428.639410 
    2016/07/11 10:15:00 428.639160 
    2016/07/11 10:30:00 428.637910 
    2016/07/11 10:45:00 428.633000 
    2016/07/11 11:00:00 428.635910 
    2016/07/11 11:15:00 428.631830 
    2016/07/11 11:30:00 428.633580 
    2016/07/11 11:45:00 428.635080 
    2016/07/11 12:00:00 428.635000 
    2016/07/11 12:15:00 428.638000 
    2016/07/11 12:30:00 428.645250 
    2016/07/11 12:45:00 428.651410 
    2016/07/11 13:00:00 428.654910 
    2016/07/11 13:15:00 428.649080 
    2016/07/11 13:30:00 428.648500 
    2016/07/11 13:45:00 428.645250 
    2016/07/11 14:00:00 428.644660 
    2016/07/11 14:15:00 428.644330 
    2016/07/11 14:30:00 428.640580 
    2016/07/11 14:45:00 428.636500 
    2016/07/11 15:00:00 428.636500 
    2016/07/11 15:15:00 428.636500 
    2016/07/11 15:30:00 428.636500 
    2016/07/11 15:45:00 428.636500 
    2016/07/11 16:00:00 428.635330 
    2016/07/11 16:15:00 428.634160 
    2016/07/11 16:30:00 428.633250 
    2016/07/11 16:45:00 428.633580 
    2016/07/11 17:00:00 428.633000 
    2016/07/11 17:15:00 428.632750 
    2016/07/11 17:30:00 428.631250 
    2016/07/11 17:45:00 428.639160 
    2016/07/11 18:00:00 428.636830 
    2016/07/11 18:15:00 428.644080 
    2016/07/11 18:30:00 428.650410 
    2016/07/11 18:45:00 428.649250 
    2016/07/11 19:00:00 428.651660 
    2016/07/11 19:15:00 428.654250 
    2016/07/11 19:30:00 428.660160 
    2016/07/11 19:45:00 428.662500 
    2016/07/11 20:00:00 428.666000 
    2016/07/11 20:15:00 428.671250 
    2016/07/11 20:30:00 428.673000 
    2016/07/11 20:45:00 428.678830 
    2016/07/11 21:00:00 428.679080 
    2016/07/11 21:15:00 428.681160 
    2016/07/11 21:30:00 428.679660 
    2016/07/11 21:45:00 428.675000 
    2016/07/11 22:00:00 428.675000 
    2016/07/11 22:15:00 428.677080 
    2016/07/11 22:30:00 428.679910 
    2016/07/11 22:45:00 428.684910 
    2016/07/11 23:00:00 428.684660 
    2016/07/11 23:15:00 428.687000 
    2016/07/11 23:30:00 428.689000 
    2016/07/11 23:45:00 428.690500 
    2016/07/12 00:00:00 428.693910 
    2016/07/12 00:15:00 428.694830 
    2016/07/12 00:30:00 428.689250 
    2016/07/12 00:45:00 428.690750 
    2016/07/12 01:00:00 428.690160 
    2016/07/12 01:15:00 428.690160 
    2016/07/12 01:30:00 428.684330 
    2016/07/12 01:45:00 428.687830 
    2016/07/12 02:00:00 428.685500 
    2016/07/12 02:15:00 428.682250 
    2016/07/12 02:30:00 428.687250 
    2016/07/12 02:45:00 428.687500 
    2016/07/12 03:00:00 428.683750 
    2016/07/12 03:15:00 428.684580 
    2016/07/12 03:30:00 428.683160 
    2016/07/12 03:45:00 428.685160 
    2016/07/12 04:00:00 428.682250 
    2016/07/12 04:15:00 428.680500 
    2016/07/12 04:30:00 428.682250 
    2016/07/12 04:45:00 428.685750 
    2016/07/12 05:00:00 428.683160 
    2016/07/12 05:15:00 428.685160 
    2016/07/12 05:30:00 428.685000 
    2016/07/12 05:45:00 428.681660 
    2016/07/12 06:00:00 428.685500 
    2016/07/12 06:15:00 428.685500 
    2016/07/12 06:30:00 428.682250 
    2016/07/12 06:45:00 428.683750 
    2016/07/12 07:00:00 428.682250 
    2016/07/12 07:15:00 428.680500 
    2016/07/12 07:30:00 428.682250 
    2016/07/12 07:45:00 428.680250 
    2016/07/12 08:00:00 428.682580 
    2016/07/12 08:15:00 428.680500 
    2016/07/12 08:30:00 428.679580 
    2016/07/12 08:45:00 428.678830 
    2016/07/12 09:00:00 428.676080 
    2016/07/12 09:15:00 428.677580 
    2016/07/12 09:30:00 428.675830 
    2016/07/12 09:45:00 428.677580 
    2016/07/12 10:00:00 428.677080 
    2016/07/12 10:15:00 428.675830 
    2016/07/12 10:30:00 428.674080 
    2016/07/12 10:45:00 428.672330 
    2016/07/12 11:00:00 428.674080 
    2016/07/12 11:15:00 428.669080 
    2016/07/12 11:30:00 428.669080 
    2016/07/12 11:45:00 428.672580 
    2016/07/12 12:00:00 428.670000 
    2016/07/12 12:15:00 428.667080 
    2016/07/12 12:30:00 428.666500 
    2016/07/12 12:45:00 428.666750 
    2016/07/12 13:00:00 428.664660 
    2016/07/12 13:15:00 428.661410 
    2016/07/12 13:30:00 428.660250 
    2016/07/12 13:45:00 428.661750 
    2016/07/12 14:00:00 428.660250 
    2016/07/12 14:15:00 428.665500 
    2016/07/12 14:30:00 428.670500 
    2016/07/12 14:45:00 428.675750 
    2016/07/12 15:00:00 428.675160 
    2016/07/12 15:15:00 428.675500 
    2016/07/12 15:30:00 428.674000 
    2016/07/12 15:45:00 428.675500 
    2016/07/12 16:00:00 428.677500 
    2016/07/12 16:15:00 428.679000 
    2016/07/12 16:30:00 428.676080 
    2016/07/12 16:45:00 428.681330 
    2016/07/12 17:00:00 428.679830 
    2016/07/12 17:15:00 428.679330 
    2016/07/12 17:30:00 428.683660 
    2016/07/12 17:45:00 428.679830 
    2016/07/12 18:00:00 428.685410 
    2016/07/12 18:15:00 428.683410 
    2016/07/12 18:30:00 428.681910 
    2016/07/12 18:45:00 428.683660 
    2016/07/12 19:00:00 428.681910 
    2016/07/12 19:15:00 428.683410 
    2016/07/12 19:30:00 428.681910 
    2016/07/12 19:45:00 428.685410 
    2016/07/12 20:00:00 428.683660 
    2016/07/12 20:15:00 428.684660 
    2016/07/12 20:30:00 428.686910 
    2016/07/12 20:45:00 428.684580 
    2016/07/12 21:00:00 428.684580 
    2016/07/12 21:15:00 428.684580 
    2016/07/12 21:30:00 428.684080 
    2016/07/12 21:45:00 428.684080 
    2016/07/12 22:00:00 428.686080 
    2016/07/12 22:15:00 428.686080 
    2016/07/12 22:30:00 428.687830 
    2016/07/12 22:45:00 428.686080 
    2016/07/12 23:00:00 428.684330 
    2016/07/12 23:15:00 428.686080 
    2016/07/12 23:30:00 428.684330 
    2016/07/12 23:45:00 428.682580 
    2016/07/13 00:00:00 428.686330 
    2016/07/13 00:15:00 428.686080 
    2016/07/13 00:30:00 428.689580 
    2016/07/13 00:45:00 428.686330 
    2016/07/13 01:00:00 428.686330 
    2016/07/13 01:15:00 428.688080 
    2016/07/13 01:30:00 428.687830 
    2016/07/13 01:45:00 428.689580 
    2016/07/13 02:00:00 428.690830 
    2016/07/13 02:15:00 428.688080 
    2016/07/13 02:30:00 428.689830 
    2016/07/13 02:45:00 428.689000 
    2016/07/13 03:00:00 428.689250 
    2016/07/13 03:15:00 428.687500 
    2016/07/13 03:30:00 428.689000 
    2016/07/13 03:45:00 428.689250 
    2016/07/13 04:00:00 428.692500 
    2016/07/13 04:15:00 428.691910 
    2016/07/13 04:30:00 428.688410 
    2016/07/13 04:45:00 428.692500 
    2016/07/13 05:00:00 428.688660 
    2016/07/13 05:15:00 428.688660 
    2016/07/13 05:30:00 428.689000 
    2016/07/13 05:45:00 428.691000 
    2016/07/13 06:00:00 428.686910 
    2016/07/13 06:15:00 428.688660 
    2016/07/13 06:30:00 428.692500 
    2016/07/13 06:45:00 428.689000 
    2016/07/13 07:00:00 428.687500 
    2016/07/13 07:15:00 428.687500 
    2016/07/13 07:30:00 428.687250 
    2016/07/13 07:45:00 428.687250 
    2016/07/13 08:00:00 428.687250 
    2016/07/13 08:15:00 428.684000 
    2016/07/13 08:30:00 428.684000 
    2016/07/13 08:45:00 428.683750 
    2016/07/13 09:00:00 428.678750 
    2016/07/13 09:15:00 428.682000 
    2016/07/13 09:30:00 428.682000 
    2016/07/13 09:45:00 428.678750 
    2016/07/13 10:00:00 428.683750 
    2016/07/13 10:15:00 428.680500 
    2016/07/13 10:30:00 428.682250 
    2016/07/13 10:45:00 428.682830 
    2016/07/13 11:00:00 428.684580 
    2016/07/13 11:15:00 428.684580 
    2016/07/13 11:30:00 428.681330 
    2016/07/13 11:45:00 428.681080 
    2016/07/13 12:00:00 428.677830 
    2016/07/13 12:15:00 428.679580 
    2016/07/13 12:30:00 428.682830 
    2016/07/13 12:45:00 428.682830 
    2016/07/13 13:00:00 428.683080 
    2016/07/13 13:15:00 428.686910 
    2016/07/13 13:30:00 428.683410 
    2016/07/13 13:45:00 428.683660 
    2016/07/13 14:00:00 428.685410 
    2016/07/13 14:15:00 428.685160 
    2016/07/13 14:30:00 428.682330 
    2016/07/13 14:45:00 428.684580 
    2016/07/13 15:00:00 428.685160 
    2016/07/13 15:15:00 428.683080 
    2016/07/13 15:30:00 428.684830 
    2016/07/13 15:45:00 428.684580 
    2016/07/13 16:00:00 428.681330 
    2016/07/13 16:15:00 428.681330 
    2016/07/13 16:30:00 428.681330 
    2016/07/13 16:45:00 428.685410 
    2016/07/13 17:00:00 428.696250 
    2016/07/13 17:15:00 428.696500 
    2016/07/13 17:30:00 428.698000 
    2016/07/13 17:45:00 428.696500 
    2016/07/13 18:00:00 428.698250 
    2016/07/13 18:15:00 428.697500 
    2016/07/13 18:30:00 428.698000 
    2016/07/13 18:45:00 428.698000 
    2016/07/13 19:00:00 428.701580 
    2016/07/13 19:15:00 428.702330 
    2016/07/13 19:30:00 428.706160 
    2016/07/13 19:45:00 428.703330 
    2016/07/13 20:00:00 428.704410 
    2016/07/13 20:15:00 428.705660 
    2016/07/13 20:30:00 428.705660 
    2016/07/13 20:45:00 428.709160 
    2016/07/13 21:00:00 428.710250 
    2016/07/13 21:15:00 428.709750 
    2016/07/13 21:30:00 428.711500 
    2016/07/13 21:45:00 428.714330 
    2016/07/13 22:00:00 428.716080 
    2016/07/13 22:15:00 428.720580 
    2016/07/13 22:30:00 428.717330 
    2016/07/13 22:45:00 428.719660 
    2016/07/13 23:00:00 428.717330 
    2016/07/13 23:15:00 428.722910 
    2016/07/13 23:30:00 428.724660 
    2016/07/13 23:45:00 428.719660 
    2016/07/14 00:00:00 428.721410 
    2016/07/14 00:15:00 428.719910 
    2016/07/14 00:30:00 428.725750 
    2016/07/14 00:45:00 428.724910 
    2016/07/14 01:00:00 428.726660 
    2016/07/14 01:15:00 428.730750 
    2016/07/14 01:30:00 428.727250 
    2016/07/14 01:45:00 428.726660 
    2016/07/14 02:00:00 428.728410 
    2016/07/14 02:15:00 428.732250 
    2016/07/14 02:30:00 428.732500 
    2016/07/14 02:45:00 428.734250 
    2016/07/14 03:00:00 428.734250 
    2016/07/14 03:15:00 428.732750 
    2016/07/14 03:30:00 428.731000 
    2016/07/14 03:45:00 428.735080 
    2016/07/14 04:00:00 428.731330 
    2016/07/14 04:15:00 428.736580 
    2016/07/14 04:30:00 428.733080 
    2016/07/14 04:45:00 428.733330 
    2016/07/14 05:00:00 428.729830 
    2016/07/14 05:15:00 428.729830 
    2016/07/14 05:30:00 428.726330 
    2016/07/14 05:45:00 428.730410 
    2016/07/14 06:00:00 428.731910 
    2016/07/14 06:15:00 428.732160 
    2016/07/14 06:30:00 428.733660 
    2016/07/14 06:45:00 428.732750 
    2016/07/14 07:00:00 428.734000 
    2016/07/14 07:15:00 428.732750 
    2016/07/14 07:30:00 428.732500 
    2016/07/14 07:45:00 428.733330 
    2016/07/14 08:00:00 428.735080 
    2016/07/14 08:15:00 428.735080 
    2016/07/14 08:30:00 428.733910 
    2016/07/14 08:45:00 428.733660 
    2016/07/14 09:00:00 428.732500 
    2016/07/14 09:15:00 428.730410 
    2016/07/14 09:30:00 428.732500 
    2016/07/14 09:45:00 428.734500 
    2016/07/14 10:00:00 428.736000 
    2016/07/14 10:15:00 428.734500 
    2016/07/14 10:30:00 428.734500 
    2016/07/14 10:45:00 428.732500 
    2016/07/14 11:00:00 428.733080 
    2016/07/14 11:15:00 428.731580 
    2016/07/14 11:30:00 428.735410 
    2016/07/14 11:45:00 428.733660 
    2016/07/14 12:00:00 428.735410 
    2016/07/14 12:15:00 428.737750 
    2016/07/14 12:30:00 428.736000 
    2016/07/14 12:45:00 428.737500 
    2016/07/14 13:00:00 428.737500 
    2016/07/14 13:15:00 428.737500 
    2016/07/14 13:30:00 428.737500 
    2016/07/14 13:45:00 428.738330 
    2016/07/14 14:00:00 428.738080 
    2016/07/14 14:15:00 428.740660 
    2016/07/14 14:30:00 428.740660 
    2016/07/14 14:45:00 428.744250 
    2016/07/14 15:00:00 428.742750 
    2016/07/14 15:15:00 428.744500 
    2016/07/14 15:30:00 428.743000 
    2016/07/14 15:45:00 428.741000 
    2016/07/14 16:00:00 428.739250 
    2016/07/14 16:15:00 428.743580 
    2016/07/14 16:30:00 428.748580 
    2016/07/14 16:45:00 428.743580 
    2016/07/14 17:00:00 428.746830 
    2016/07/14 17:15:00 428.745080 
    2016/07/14 17:30:00 428.745330 
    2016/07/14 17:45:00 428.749160 
    2016/07/14 18:00:00 428.744160 
    2016/07/14 18:15:00 428.745910 
    2016/07/14 18:30:00 428.745660 
    2016/07/14 18:45:00 428.746250 
    2016/07/14 19:00:00 428.746000 
    2016/07/14 19:15:00 428.749750 
    2016/07/14 19:30:00 428.748830 
    2016/07/14 19:45:00 428.745330 
    2016/07/14 20:00:00 428.751830 
    2016/07/14 20:15:00 428.750330 
    2016/07/14 20:30:00 428.747080 
    2016/07/14 20:45:00 428.749410 
    2016/07/14 21:00:00 428.747410 
    2016/07/14 21:15:00 428.753250 
    2016/07/14 21:30:00 428.750910 
    2016/07/14 21:45:00 428.751500 
    2016/07/14 22:00:00 428.749750 
    2016/07/14 22:15:00 428.751500 
    2016/07/14 22:30:00 428.751500 
    2016/07/14 22:45:00 428.751500 
    2016/07/14 23:00:00 428.750330 
    2016/07/14 23:15:00 428.753830 
    2016/07/14 23:30:00 428.755580 
    2016/07/14 23:45:00 428.750330 
    2016/07/15 00:00:00 428.750330 
    2016/07/15 00:15:00 428.752410 
    2016/07/15 00:30:00 428.752660 
    2016/07/15 00:45:00 428.752660 
    2016/07/15 01:00:00 428.749160 
    2016/07/15 01:15:00 428.752410 
    2016/07/15 01:30:00 428.750660 
    2016/07/15 01:45:00 428.753250 
    2016/07/15 02:00:00 428.753000 
    2016/07/15 02:15:00 428.754750 
    2016/07/15 02:30:00 428.754750 
    2016/07/15 02:45:00 428.756500 
    2016/07/15 03:00:00 428.751250 
    2016/07/15 03:15:00 428.755330 
    2016/07/15 03:30:00 428.753580 
    2016/07/15 03:45:00 428.753580 
    2016/07/15 04:00:00 428.755330 
    2016/07/15 04:15:00 428.755330 
    2016/07/15 04:30:00 428.753580 
    2016/07/15 04:45:00 428.753580 
    2016/07/15 05:00:00 428.755330 
    2016/07/15 05:15:00 428.751830 
    2016/07/15 05:30:00 428.751830 
    2016/07/15 05:45:00 428.755910 
    2016/07/15 06:00:00 428.754160 
    2016/07/15 06:15:00 428.754160 
    2016/07/15 06:30:00 428.753580 
    2016/07/15 06:45:00 428.754160 
    2016/07/15 07:00:00 428.752410 
    2016/07/15 07:15:00 428.754160 
    2016/07/15 07:30:00 428.754160 
    2016/07/15 07:45:00 428.753000 
    2016/07/15 08:00:00 428.750660 
    2016/07/15 08:15:00 428.749500 
    2016/07/15 08:30:00 428.753000 
    2016/07/15 08:45:00 428.747750 
    2016/07/15 09:00:00 428.748000 
    2016/07/15 09:15:00 428.748000 
    2016/07/15 09:30:00 428.746000 
    2016/07/15 09:45:00 428.746000 
    2016/07/15 10:00:00 428.746000 
    2016/07/15 10:15:00 428.746250 
    2016/07/15 10:30:00 428.742160 
    2016/07/15 10:45:00 428.743660 
    2016/07/15 11:00:00 428.738660 
    2016/07/15 11:15:00 428.738660 
    2016/07/15 11:30:00 428.738660 
    2016/07/15 11:45:00 428.738660 
    2016/07/15 12:00:00 428.740410 
    2016/07/15 12:15:00 428.740410 
    2016/07/15 12:30:00 428.736910 
    2016/07/15 12:45:00 428.736660 
    2016/07/15 13:00:00 428.731410 
    2016/07/15 13:15:00 428.733160 
    2016/07/15 13:30:00 428.734910 
    2016/07/15 13:45:00 428.731660 
    2016/07/15 14:00:00 428.731660 
    2016/07/15 14:15:00 428.735160 
    2016/07/15 14:30:00 428.740410 
    2016/07/15 14:45:00 428.740410 
    2016/07/15 15:00:00 428.742160 
    2016/07/15 15:15:00 428.740660 
    2016/07/15 15:30:00 428.738080 
    2016/07/15 15:45:00 428.739830 
    2016/07/15 16:00:00 428.745080 
    2016/07/15 16:15:00 428.745080 
    2016/07/15 16:30:00 428.745080 
    2016/07/15 16:45:00 428.745080 
    2016/07/15 17:00:00 428.741000 
    2016/07/15 17:15:00 428.741000 
    2016/07/15 17:30:00 428.746250 
    2016/07/15 17:45:00 428.744500 
    2016/07/15 18:00:00 428.744500 
    2016/07/15 18:15:00 428.748000 
    2016/07/15 18:30:00 428.744750 
    2016/07/15 18:45:00 428.743910 
    2016/07/15 19:00:00 428.745660 
    2016/07/15 19:15:00 428.749500 
    2016/07/15 19:30:00 428.745660 
    2016/07/15 19:45:00 428.749160 
    2016/07/15 20:00:00 428.750910 
    2016/07/15 20:15:00 428.750660 
    2016/07/15 20:30:00 428.754750 
    2016/07/15 20:45:00 428.753250 
    2016/07/15 21:00:00 428.754160 
    2016/07/15 21:15:00 428.753250 
    2016/07/15 21:30:00 428.753000 
    2016/07/15 21:45:00 428.749500 
    2016/07/15 22:00:00 428.751250 
    2016/07/15 22:15:00 428.749500 
    2016/07/15 22:30:00 428.751250 
    2016/07/15 22:45:00 428.750080 
    2016/07/15 23:00:00 428.750080 
    2016/07/15 23:15:00 428.750080 
    2016/07/15 23:30:00 428.748330 
    2016/07/15 23:45:00 428.744830 
    2016/07/16 00:00:00 428.750080 
    2016/07/16 00:15:00 428.748330 
    2016/07/16 00:30:00 428.750080 
    2016/07/16 00:45:00 428.748330 
    2016/07/16 01:00:00 428.746580 
    2016/07/16 01:15:00 428.748330 
    2016/07/16 01:30:00 428.745080 
    2016/07/16 01:45:00 428.744830 
    2016/07/16 02:00:00 428.746580 
    2016/07/16 02:15:00 428.744830 
    2016/07/16 02:30:00 428.746580 
    2016/07/16 02:45:00 428.744830 
    2016/07/16 03:00:00 428.743080 
    2016/07/16 03:15:00 428.743080 
    2016/07/16 03:30:00 428.741330 
    2016/07/16 03:45:00 428.743080 
    2016/07/16 04:00:00 428.746330 
    2016/07/16 04:15:00 428.742500 
    2016/07/16 04:30:00 428.743080 
    2016/07/16 04:45:00 428.742500 
    2016/07/16 05:00:00 428.740750 
    2016/07/16 05:15:00 428.739000 
    2016/07/16 05:30:00 428.740750 
    2016/07/16 05:45:00 428.737250 
    2016/07/16 06:00:00 428.737250 
    2016/07/16 06:15:00 428.737250 
    2016/07/16 06:30:00 428.737250 
    2016/07/16 06:45:00 428.737250 
    2016/07/16 07:00:00 428.732000 
    2016/07/16 07:15:00 428.734330 
    2016/07/16 07:30:00 428.734330 
    2016/07/16 07:45:00 428.730830 
    2016/07/16 08:00:00 428.729080 
    2016/07/16 08:15:00 428.723830 
    2016/07/16 08:30:00 428.727330 
    2016/07/16 08:45:00 428.723250 
    2016/07/16 09:00:00 428.723250 
    2016/07/16 09:15:00 428.722660 
    2016/07/16 09:30:00 428.722660 
    2016/07/16 09:45:00 428.721160 
    2016/07/16 10:00:00 428.719160 
    2016/07/16 10:15:00 428.717660 
    2016/07/16 10:30:00 428.721160 
    2016/07/16 10:45:00 428.718830 
    2016/07/16 11:00:00 428.721160 
    2016/07/16 11:15:00 428.718830 
    2016/07/16 11:30:00 428.718830 
    2016/07/16 11:45:00 428.717080 
    2016/07/16 12:00:00 428.717080 
    2016/07/16 12:15:00 428.718580 
    2016/07/16 12:30:00 428.718580 
    2016/07/16 12:45:00 428.714750 
    2016/07/16 13:00:00 428.714750 
    2016/07/16 13:15:00 428.715000 
    2016/07/16 13:30:00 428.714750 
    2016/07/16 13:45:00 428.715000 
    2016/07/16 14:00:00 428.714660 
    2016/07/16 14:15:00 428.721410 
    2016/07/16 14:30:00 428.724330 
    2016/07/16 14:45:00 428.724580 
    2016/07/16 15:00:00 428.726330 
    2016/07/16 15:15:00 428.726080 
    2016/07/16 15:30:00 428.725500 
    2016/07/16 15:45:00 428.723750 
    2016/07/16 16:00:00 428.727500 
    2016/07/16 16:15:00 428.727250 
    2016/07/16 16:30:00 428.726660 
    2016/07/16 16:45:00 428.726660 
    2016/07/16 17:00:00 428.728410 
    2016/07/16 17:15:00 428.730160 
    2016/07/16 17:30:00 428.730160 
    2016/07/16 17:45:00 428.731330 
    2016/07/16 18:00:00 428.731330 
    2016/07/16 18:15:00 428.727830 
    2016/07/16 18:30:00 428.733660 
    2016/07/16 18:45:00 428.731330 
